FLWS,3.20000004768372,3.30999994277954,3.30999994277954,3.14000010490417,3.32999992370605,260300,2010-04-23
CLWT,4.07000017166138,3.88000011444092,3.88000011444092,3.75999999046326,4.07000017166138,2400,2014-09-25
AMSWA,7.76000022888184,7.94999980926514,5.72472524642944,7.65000009536743,8,77500,2011-10-14
GTT,5.15000009536743,5.34999990463257,5.34999990463257,4.96000003814697,5.34999990463257,53500,2013-11-14
RAVN,0.9375,0.9375,0.0126731432974339,0.9375,0.944444417953491,28800,1991-07-30
AMSWA,2.75,3,1.41666722297668,2.75,3,24400,1995-01-26
MHD,19.1100006103516,19,13.5489301681519,18.9899997711182,19.1399993896484,14900,2013-02-26
AMSWA,3.04999995231628,3.09999990463257,1.4638888835907,2.97000002861023,3.14000010490417,48000,2003-03-18
BRFS,14.4949998855591,14.8874998092651,13.2333059310913,14.3424997329712,14.8874998092651,241600,2008-05-15
RRC,3.83332991600037,3.90000009536743,3.71232748031616,3.83332991600037,3.9466700553894,306700,2003-01-30
MHD,16.4099998474121,16.3500003814697,15.0325965881348,16.3299999237061,16.4099998474121,15900,2017-03-08
EGHT,7.94000005722046,7.98000001907349,7.98000001907349,7.90999984741211,8,617600,2014-08-18
MHF,9.625,9.625,1.67574322223663,9.5,9.625,18900,1990-06-08
GTS,18.6499996185303,18.2399997711182,18.2399997711182,18.2000007629395,18.7999992370605,151600,2008-04-30
BRFS,10.1875,9.82750034332275,8.5917797088623,9.82750034332275,10.2950000762939,755200,2007-09-20
PEZ,20.5900001525879,20.6900005340576,19.3726959228516,20.5699996948242,20.9699993133545,15400,2008-09-15
AAPL,141.880004882812,140.679992675781,137.475051879883,140.449996948242,142,17328400,2017-04-19
VIAV,5.22610902786255,5.22610902786255,5.22610902786255,5.11945390701294,5.22610902786255,111100,1995-12-12
BRFS,17.8299999237061,17.6900005340576,15.9787616729736,17.5100002288818,17.8899993896484,537600,2011-03-07
MHF,9.25,9.25,2.68298077583313,9.25,9.375,48500,1997-05-14
NSEC,2.63888883590698,2.63888883590698,0.595664381980896,2.63888883590698,2.77777767181396,1000,1981-05-11
RAVN,0.555555582046509,0.555555582046509,0.000965396757237613,0.555555582046509,0.555555582046509,800,1987-08-13
VIAV,3.19965863227844,3.19965863227844,3.19965863227844,3.09300351142883,3.19965863227844,25300,1995-07-06
CAAS,8.77000045776367,7.69000005722046,7.53568553924561,7.40000009536743,8.77999973297119,988600,2011-03-23
PEZ,32.2000007629395,32.1800003051758,31.316614151001,32.1699981689453,32.2099990844727,3200,2013-03-07
CCNE,6,6,1.61289727687836,6,6,2500,1996-02-02
AMSWA,9.60000038146973,9.75,7.94368124008179,9.59000015258789,9.97000026702881,363500,2014-05-23
RAVN,15.3900003433228,15.2299995422363,12.2615747451782,15.0450000762939,15.7150001525879,55400,2010-04-27
AAPL,0.435267865657806,0.45758929848671,0.0206661038100719,0.435267865657806,0.466517865657806,37548000,1984-01-03
OXLC,11.5,11.4899997711182,8.28819465637207,11.4700002670288,11.5100002288818,303800,2016-12-08
RAVN,1.70833337306976,1.64583337306976,0.0311010517179966,1.64583337306976,1.70833337306976,12000,1993-02-03
PEY,7.28000020980835,7.38000011444092,5.26287937164307,7.26999998092651,7.40000009536743,113900,2009-11-05
GTS,16.7900009155273,16.8099994659424,16.8099994659424,16.6700000762939,16.8999996185303,37300,2012-11-20
RRC,5.33333015441895,5.33333015441895,4.67982959747314,5.16666984558105,5.33333015441895,18000,1994-03-08
GTN,12.3500003814697,12.3999996185303,9.99460983276367,11.960000038147,12.4399995803833,1714600,2003-06-30
CLWT,4.28113985061646,4.28113985061646,4.28113985061646,4.28113985061646,4.28113985061646,800,2000-06-01
MHD,15.1700000762939,15.3100004196167,11.6374254226685,15.1700000762939,15.3599996566772,59600,2014-01-23
AAPL,1.625,1.66071426868439,0.251982599496841,1.625,1.66964280605316,22965600,1991-07-30
AAPL,1.04464280605316,1.02232146263123,0.686999440193176,1,1.07142853736877,343616000,2000-12-06
BRFS,0.708333313465118,0.708333313465118,0.0967750176787376,0.708333313465118,0.708333313465118,8400,2003-07-28
PEY,14.4499998092651,14.4200000762939,8.49301719665527,14.3299999237061,14.539999961853,112200,2005-10-17
GTN,14.210000038147,14,11.3654298782349,13.9499998092651,14.210000038147,133200,2004-06-21
BRFS,17.2399997711182,17.6700000762939,15.9606962203979,17.2099990844727,17.8600006103516,1541800,2011-01-18
AMSWA,2.8125,2.8125,1.32812523841858,2.75,2.8125,39900,1999-05-06
EGHT,1.62000000476837,1.76999998092651,1.76999998092651,1.62000000476837,1.8400000333786,2076500,2007-01-30
RAVN,1.14583337306976,1.125,0.261041820049286,1.125,1.14583337306976,295200,2000-03-28
AFSI,5.91735553741455,5.73966932296753,3.81738543510437,5.73553705215454,5.96281003952026,406400,2007-12-28
VIAV,12.4232082366943,12.3321952819824,12.3321952819824,12.1501703262329,12.8782711029053,5082300,2002-06-12
RRC,41.5400009155273,41.939998626709,40.9639320373535,41.4500007629395,42.1500015258789,1592600,2010-11-18
AAPL,0.439732134342194,0.42633929848671,0.0192547552287579,0.42633929848671,0.439732134342194,91212800,1984-10-10
GHDX,9.76000022888184,10.0799999237061,10.0799999237061,9.72999954223633,10.1499996185303,65900,2006-01-11
BRFS,12.7600002288818,12.9624996185303,11.5221977233887,12.5950002670288,12.9875001907349,3393600,2009-09-18
